Title,Genre,User Rating,Number of Votes,Runtime,Year,Summary,Stars,Certificate,Metascore,Gross,Episode,Episode Title,Init,Ongoing
Hikaru's Go: Journey to the North Star Cup,"Animation, Comedy, Drama",7.7,180,,(2004 TV Movie),Hikaru gets a phone call requesting that should appear in the Japan/China/Korea Junior's Tournament but then he finds out he will need to participate in the preliminary tournament first and finds out Akira will be in the main tournament and not in the preliminaries.,,,,180,0,,2004,No
Orbital,"Animation, Action, Adventure",5.8,274,85 min,(2009),"Comprised of two stories in space we first find ourselves witness to the relationship of two space captains with one's ship supplying the other's base. The two reminisce and reveal their relationship as they are attacked by marauders in space. The second story reveals the love of two characters so close, yet so far away in space.",,,,274,0,,2009,No
GoShogun,"Animation, Action, Sci-Fi",6.8,60,30 min,(1981),"Former soldier Shingo Hojo, French spy Remy Shimada, and Bronx gangster Killy Gagley aren't exactly your ""hero of justice"" types. They'd rather be flirting, bantering, and goofing off than battling evil. But when the malicious worldwide organization Docooga attempts to steal a new, powerful form of energy called Beamler, they'll take up arms to fight them - in the giant robot, GoShogun. Now pursued around the world in their teleporting carrier Good Thunder, GoShogun's piloting team must keep Docooga at bay while foiling their eccentric enforcers, righting wrongs they come across, and occasionally facing ghosts from their own tragic pasts. It's an unexpected combination of drama, satire, and giant robot action.","Youko Matsuoka,Hirotaka Suzuoki,Mami Koyama,Hideyuki Tanaka",TV-14,,60,0,,1981,No
Ikki Tousen in Kyoto,"Animation, Action, Adventure",6.2,78,43 min,(2011 TV Movie),"Immediately following the events of ""Ikki tousen: Xtreme Xecutor"", the kids from Nanyo Academy head to Kyoto for a school trip. Before long, they run into rival classmates from other Kanto schools and find themselves confronted by Kyoto's best fighters. It's a battle of epic proportions. Hopefully the city of Kyoto will be left standing!",,TV-MA,,78,0,,2011,No
Wagamama High Spec,"Animation, Comedy, Drama",4.1,40,3 min,(2016),"Even though he's just a student, the protagonist in Wagamama High Spec also happens to be the author of a manga published in a weekly magazine. Since it's mainly an ecchi and romcom type of story, he is actually hiding this fact from most people around him. The only people that know are his younger sister and his best friend. But then on one day, the student council president happens to find out his secret, just as she was actually looking for a male member to include in the student council. Afraid of having his secret exposed, our protagonist joins the student council under the promise of his secret staying safe.","Mariko Honda,Chiyo Ousaki,Megu Sakuragawa,Mai Gotou",TV-MA,,40,0,,2016,No
Bannertail: The Story of Gray Squirrel,"Adventure, Animation",6.7,354,23 min,(1979),"In 1922, children's author Ernest Thompson Seton wrote a story abouf a gray squirrel named Bannertail. It was turned into an anime series in 1979 by Nippon Animation and became known as Bannertail: The Story of Gray Squirrel. It ran for a total of 26 episodes and told the story of Banner, a young orphaned squirrel raised by a kindly mother cat, and his adventures in the forest. It is also known by its German version, entitled Puschel, das Eichhorn. In the Arab world, it is known as Sanjoob or Sanajeb-el Gaaba and in Spain and Latin America under the name Banner y Flappy.","Robert Axelrod,Takeshi Aono,Noriko Tsukase,Renate Danz",,,354,0,,1979,No
The Blinkins: The Bear and the Blizzard,"Animation, Family, Fantasy",7.6,28,43 min,(1986 TV Movie),"The story relates the adventures of the Blinkins (Blink, Shady, Flashy, Flick and Twinkle), five fireflies whose duty it is to keep the forests bright and beautiful. In this pilot episode, the Blinkins battle the evils of Mr. Slime, an alligator who detests beauty, as he attempts to prevent the Blink.",,,,28,0,,1986,No
Arabian Nights: The Adventures of Sinbad,"Animation, Action, Adventure",6.1,136,81 min,(1962),"A young sailor named Sinbad and his sidekick Ali find a map to a fabulous treasure and stow away aboard a ship in an effort to get to where the treasure is buried. They eventually convince the ship's captain to change course and help them find the treasure. Along the way they come up against a wicked Vizier, a giant bird, vicious whirlpools and other obstacles.",,,,136,0,,1962,No
Zombie-Loan,"Animation, Action, Drama",6.0,296,,(2007– ),"This clever, modern take on the zombie genre follows Michiru Kita, who possesses a gift that allows her to see who's about to die. When she discovers that two of her classmates are both zombies (and zombie hunters), they invite her to join them at Zombie-Loan, a sort of credit agency for zombies. Now the zombie-hunting fun can begin...","Takahiro Sakurai,Ken'ichi Suzumura,Houko Kuwashima",TV-MA,,296,0,,2007,Yes
Elmer's Adventures: My Father's Dragon,"Animation, Adventure, Family",6.3,28,98 min,(1997),"The little Elmer finds a strange Cat. She tells him about a little dragon who is being held captive on an island of weird animals. Elmer is on its way, and he actually finds the helpless dragon Boris. He needs his courage to help his new friend.",,,,28,0,,1997,No
Animation Runner Kuromi,"Animation, Short, Comedy",7.2,80,40 min,(2001 Video),"Mikiko ""Kuromi"" Oguro lands her dream job at an animation studio. When she gets there however, the Head of Production manager dies shortly after meeting her and therefore passes his position onto her. She must now summon the lazy staff to complete ""Time Journeys"" in one week.",,Not Rated,,80,0,,2001,No
Dragon Knight: Wheel of Time,"Animation, Adventure, Fantasy",5.1,86,110 min,(1998 Video),"Many years have passed since that shining example of knightly virtue, Takeru, performed his heroic deeds. Now it falls to his son, Kakeru, to save the kingdom from encroaching evil. The forces of Lucifon, ruler of the eastern realm of Reimling are on the march, preceded by a black mist that turns everyone it touches to stone.",,Not Rated,,86,0,,1998,No
"Zone of the Enders: Dolores, i","Animation, Action, Adventure",7.5,103,25 min,(2001),"James Links is a 49-year-old space trucker anxious to return to Earth and reunite with his estranged children Leon and Noel. While transporting some goods to Earth, he stumbles upon ""Dolores,"" a highly-advanced Orbital Frame with an A.I. of unknown origin. The situation gets more complicated when inspectors aboard his ship are murdered and James is wanted for the crime. Making matters worse is that Leon and Noel are also wanted by the authorities simply because they are James' children. Now as fugitives running from the law, James, Leon and Noel must go by any means necessary to make sure Dolores does not fall into the wrong hands, as she holds the key to the whereabouts of James' wife, Dr. Rachel Links.","Tesshô Genda,Travis Dean,Britt Baker,Houko Kuwashima",Not Rated,,103,0,,2001,No
Higurashi no Naku Koro ni: Nekogoroshi-hen,"Animation, Horror, Mystery",6.9,232,23 min,(2007 TV Movie),"After losing a bet, Keichi, Mion, Rena, Satoko and Rika parade around the town in costumes. When they come to a fork in the road, they decide to go to Yagouchi, a nearby abandoned village. Once there Keichii and Rena learn the mystery of a strange haunted quarry as they debate whether or not to check it out.",,TV-MA,,232,0,,2007,No
Fist of the Blue Sky: Re: Genesis,"Animation, Action",4.4,71,22 min,(2018– ),"Long before Kenshiro said, ""You're already dead,"" a different Kenshiro walked the violent streets of Shanghai. The city is in constant crisis as two mafia families battle one another for supremacy. In the crossfire, a little girl named Erika is orphaned and soon taken under the wing of martial artist Liu Fei-Yan. Sorrow seems to follow the girl, as every time Fei-Yan attempts to hand her off, her new guardians end up dead. Fei-Yan decides to bring the girl to a man named Guise but instead crosses paths with powerful Kenshiro Kasumi.","Kôichi Yamadera,Akeno Watanabe,Atsuki Tani,Tomohisa Asô",,,71,0,,2018,Yes
You're Under Arrest: The Movie,"Animation, Action, Comedy",6.4,200,90 min,(1999),"Officers Tsujimoto and Kobayakawa are transferred back to Bokuto Police Station after stints in other police departments. Shortly after this, the discovery of smuggled firearms and the recovery of a magnetic disc herald new troubles for Bokuto station as the Chief is thrown in jail for keeping silent over ""Bee Number One"", developed by Detective Emoto who went missing two years ago.",,Unrated,,200,0,,1999,No
Anne Happy,"Animation, Comedy, Drama",6.9,98,24 min,(2016),"The story centers around class 1-7 of Tennomifune Academy, where all the students with ""bad karma"" or misfortune seem to have been gathered. Hibari, a student in this class, meets the unlucky Hanako and the perennially unhealthy Botan on her first day of school, and together they try to find a way to turn their school life into a happy one.","Yumiri Hanamori,Haruka Shiraishi,Kiyono Yasuno,Hibiku Yamamura",,,98,0,,2016,No
Blue Drop,"Animation, Fantasy, Mystery",6.1,155,26 min,(2007– ),"All the blue drop stories revolve around a war between humanity and the Arume, an alien race consisting soley of women. Both manga series are set after the war while the anime is set before. The two manga series feature some degree of sexual content; the second manga being considerably more...","Akiko Yajima,Miyuki Sawashiro,Satsuki Yukino,Akeno Watanabe",TV-14,,155,0,,2007,Yes
Super Life-Form Transformers: Beast Wars Neo,"Animation, Action, Fantasy",6.8,98,30 min,(1999),"Big Convoy leads rookie Autobot Maximals against Magmatron and his Decepticon Predacons who are after energy source called Angolmois. However, when ancient evil transformer Unicron and his Blendtrons appear, everything changes.","Hozumi Gôda,Jun'ichi Inoue,Jun Uemoto,Junko Takeuchi",,,98,0,,1999,No
Genesis Survivor Gaiarth,"Animation, Adventure, Fantasy",6.6,102,50 min,(1992– ),"In a post-apocalyptic, dystopian future, Ital Del Labard sets out to avenge the death of Randis R. Khiezard, a war-roid whom raised Ital, that was killed by the beastmaster.","Frances McDormand,Amy Parrish,Akio Ôtsuka,Shin'ichirô Miki",,,102,0,,1992,Yes
6 Hearts Princess,"Animation, Short, Fantasy",6.9,9,3 min,(2013 Video),,,,,9,0,,2013,No
"Uta no Prince Sama Maji Love Kingdom, The Movie","Animation, Musical, Romance",6.5,47,84 min,(2019),"Idol groups Starish, Quartet Night and Heavens come together for a joint concert in this musical animated movie adaptation.",,,,47,0,,2019,No
Alice in Deadly School,Animation,5.0,26,,(2021– ),The story begins with the peaceful daily life of schoolgirls-which suddenly breaks down when former schoolmates become zombies. The story follows the actions taken by the girls left behind on the school roof.,"Chihira Mochida,Mao Ichimichi,Asami Takano,Nozomi Yamamoto",,,26,0,,2021,Yes
Opus Colors,"Animation, Drama",5.5,23,,(2023– ),"Centers on the relationship between an ""artist"" and a ""grader,"" in an immersive field of digital art known as ""perception art"" that was developed a decade ago.","Natsuki Hanae,Makoto Furukawa,Daisuke Ono,Nobunaga Shimazaki",,,23,0,,2023,Yes
Possessions,"Animation, Short, Fantasy",6.8,817,14 min,(2012),"One night of the eighteenth century, in the depths of the mountain, a human being is lost and finds a small temple. In the moment when he enters the room space is transformed into a completely different world.",,Not Rated,,817,0,,2012,No
Taisho Baseball Girls,"Animation, Comedy, Drama",7.0,57,,(2009),"In Taisho period Japan where women are seen as only good for housework, nine students at an all-girls high school learn how to play baseball to prove that they can compete with the boys.","Kanae Itô,Mai Nakahara,Kana Ueda,Mamiko Noto",,,57,0,,2009,No
Ushio & Tora,"Animation, Adventure, Comedy",7.7,165,,(1995 Video),An ordinary boy who wields a magic spear and a demon find themselves reluctant allies against the supernatural threats to the world.,,,,165,0,,1995,No
Allison & Lillia,"Animation, Action, Adventure",7.6,88,24 min,(2008),"Follows a young woman then, later, her daughter as they get caught up in political intrigue, assassination attempts, war ending adventures and their own romantic involvements.","Nana Mizuki,Motoko Kumai,Kôichi Yamadera,Mamiko Noto",,,88,0,,2008,No
Cleopatra D.C.,"Animation, Action, Mystery",6.0,48,110 min,(1989),"Cleopatra DC, the largest company in America, is run by the smart and beautiful Cleopatra Corns... a fun-loving, reckless playgirl.","Maria Kawamura,Hiromi Tsuru,Show Hayami,Hideyuki Tanaka",,,48,0,,1989,No
Helen Keller Monogatari: Ai to Hikari no Tenshi,"Animation, Biography, Drama",6.4,12,81 min,(1981 TV Movie),,,,,12,0,,1981,No
In Search of the Lost Future,"Animation, Drama, Mystery",6.9,87,23 min,(2014– ),An astronomy club gets caught up in a bizarre series of events at an old school building while trying to unravel the circumstances revolving around the sudden appearance of a mysterious transfer student named Yui.,"Kappei Yamaguchi,Takuma Terashima,Tomoe Tamiyasu,Kei Mizusawa",TV-14,,87,0,,2014,Yes
Psycho Diver: Soul Siren,"Animation, Action, Horror",5.5,179,48 min,(1997 Video),People get their mental problems corrected by the Psycho Divers. One of them is hired to help a young female pop star whose mind is being controlled by a sinister cult.,,Not Rated,,179,0,,1997,No
Slow Loop,"Animation, Drama, Sport",6.6,128,24 min,(2022– ),"After teaching a girl named Koharu how to fish, Hiyori comes to a startling realization: Her new friend is about to become family.","Rin Kusumi,Natsumi Hioka,Tomomi Mineuchi,Ryôka Yuzuki",TV-14,,128,0,,2022,Yes
Aooni the Blue Monster,"Animation, Comedy, Horror",5.3,59,3 min,(2016– ),Rumors spread about a mansion and ao oni plays little tricks on his guess'.,"Ryôta Ôsaka,Eri Kitamura,Takahiro Mizushima,Syuta Morishima",,,59,0,,2016,Yes
Infinite Ryvius,"Animation, Adventure, Drama",7.0,270,23 min,(1999–2000),Over 400 teenagers are stranded without adult supervision aboard a prototype space battleship after their astronaut training school is sabotaged by an outside group.,"Tetsu Shiratori,Sôichirô Hoshi,Houko Kuwashima,Tomokazu Seki",TV-PG,,270,0,,1999,No
Jubei-chan: The Ninja Girl,"Animation, Action, Adventure",7.4,118,25 min,(1999–2004),A teenage girl is selected to receive a magic talisman that allows her to receive the spirit of a great warrior and the feud associated with it.,"Melanie Risdon,Maureen Jones,Jonathan Love,Mariette Sluyter",,,118,0,,1999,No
Tetsujin nijûhachi-go,"Animation, Action, Adventure",6.8,57,30 min,(1963–1965),"Scientists and police fight crime with the help of little boy Shôtarô Kaneda, and his remote-controlled robot, Ironman # 28, built by his father during WWII.","Kazue Takahashi,Kôsei Tomita,Minoru Yada,Yuzuru Fujimoto",,,57,0,,1963,No
UFO Robot Grendizer,"Animation, Short, Sci-Fi",8.3,209,24 min,(1975),,,,,209,0,,1975,No
Hiyokoi,"Animation, Romance",7.0,85,22 min,(2010),"Hiyori, a small and timid girl, goes to school for the first time in a year since an accident left her hospitalized. Follow her as she struggles with her social skills, tries to make friends and maybe even a little bit more...?","Nao Tôyama,Ayana Taketatsu,Saki Fujita,Yuuki Sanpei",,,85,0,,2010,No
Room Mate,"Animation, Short",4.8,36,4 min,(2017– ),,"Natsuki Hanae,Tomoaki Maeno,Kôsuke Toriumi",,,36,0,,2017,Yes
You're Under Arrest!,"Animation, Action, Comedy",7.8,44,,(1994–1995),,"Sakiko Tamagawa,Akiko Hiramatsu,Issei Masamune,Bin Shimada",,,44,0,,1994,No
Phantom in the Twilight,"Animation, Adventure, Drama",5.4,127,,(2018– ),"A girl in London encounters a cafe that opens only at night, which stands on the boundary of the worlds of humans and shadows.","Kana Hanazawa,Takahiro Sakurai,Nobuhiko Okamoto,Tomokazu Sugita",,,127,0,,2018,Yes
"Cardcaptor Sakura: Clear Card-hen Prologue, Sakura to Futatsu no Kuma","Animation, Short, Adventure",7.8,301,27 min,(2017),"A prologue to the first episode, Sakura finished transforming all the cards, and now she needs to say goodbye to her friend Shaoran who is returning to China.",,,,301,0,,2017,No
Saiyuki Reload Blast,"Animation, Action, Adventure",7.0,114,23 min,(2017),The Sanzo Party has finally reached the West of Tougenkyou and encounter new enemies. It also reveals some truth about their past life.,"Ian Sinclair,David Matranga,Greg Ayres,Micah Solusod",,,114,0,,2017,No
Time Stranger,"Animation, Fantasy",6.3,129,91 min,(1986),"Time Stranger is the story of a bunch of teenagers getting transported back in time through Japan's history, and getting mixed up with samurai shenanigans.",,,,129,0,,1986,No
Majikaru Tarurûto-kun,"Animation, Adventure, Comedy",7.0,12,50 min,(1990–1992),"Fifth grader Edojou Honmaru is one of the most trodden-upon losers in his class, until he meets Magical Taruruuto-kun. Taruruuto's powers help him deal with all his hardships, such as girls, bullies, and numerous other challenges.","Minami Takayama,Tarako,Yumi Tôma,Hiromi Tsuru",,,12,0,,1990,No
The Enchanted Journey,"Animation, Family, Fantasy",7.1,145,90 min,(1981),A young chipmunk in the city undertakes a journey to return to the forest.,,Not Rated,,145,0,,1981,No
Ginga Kikoutai: Majestic Prince,Animation,7.0,102,,(2013– ),"In the half of 21st century, humans leave the Earth and live in space. In order to adapt to the environment and deal with the hostile aliens, genetically engineered children are artificially raised and trained to be pilots of armed robots.","Monica Rial,Shelley Calene-Black,Genevieve Simmons,Corey Hartzog",TV-14,,102,0,,2013,Yes
Doraemon: Nobita and the Steel Troops,"Animation, Adventure, Family",7.6,681,97 min,(1986),Nobita with Doraemon and others fight a robot army to save earth for alien invasion.,,,,681,0,,1986,No
Silent Service,"Animation, Action, War",6.4,110,96 min,(1995–1998),The crew of Japan's first nuclear submarine mutinies and deliberately creates an international incident with the United States.,"Akio Ôtsuka,Masane Tsukayama,Kan Tokumaru,Osamu Saka",,,110,0,,1995,No
Naruto: Finally a Clash!! Jounin vs. Genin!,"Animation, Short, Action",5.5,46,26 min,(2005 Video),Naruto participates in a contest made by the Fifth Hokage called Jonin vs Genin where players have to collect crystals for points. Continues in,,,,46,0,,2005,No
Smile of the Arsnotoria: The Animation,"Animation, Action, Comedy",6.5,60,23 min,(2022– ),"This is the story of the fun-filled ""daily life"" of girls who strive to be true ladies, while being educated and trained in magic, and learning proper manners at the dorm-based magical academy city of Ashram.","Misaki Kuno,Miharu Hanai,Miyu Tomita,Eri Yukimura",,,60,0,,2022,Yes
Eromanga Sensei OVA,"Animation, Comedy",5.6,172,48 min,(2019 Video),,,,,172,0,,2019,No
Salaryman Kintaro,"Animation, Crime, Drama",5.7,355,110 min,(1999),A good-hearted former gangster tries to secure a normal life for his son by working white collar jobs but keeps finding his old talents in need for the everyday world.,,,,355,0,,1999,No
"Grendizer, Getter Robo G, Great Mazinger: Decisive Battle! Great Sea Beast","Animation, Short, Action",7.2,210,31 min,(1976),"When a mysterious gigantic monster, called Dragosaur, appears from the depth of the oceans and threatens the world, a team of super-robots from Japan is activated and sent out to defeat it: Grendizer, The Great Mazinger and Getter G.",,,,210,0,,1976,No
Moldiver,"Animation, Action, Adventure",6.1,132,30 min,(1993),A naïve young girl accidentally modifies her brother's secret superhero uniform and becomes the unwilling superheroine Moldiver.,"Yukana,Toshiyuki Morikawa,Jôji Yanami,Rica Matsumoto",Not Rated,,132,0,,1993,No
''Shingeki no Kyojin: Picture Drama'',"Animation, Short, Comedy",6.0,194,7 min,(2013–2014),"Following the characters of Attack on Titan, this comedy Chibi show explores their days in training from a satirical angel.","Yûki Kaji,Yui Ishikawa,Marina Inoue,Tsuguo Mogami",,,194,0,,2013,No
The Garden of Sinners: Epilogue,"Animation, Short, Horror",6.4,415,33 min,(2011),Final Chapter of The Garden of Sinners. Epilogue between Mikiya and Shiki after the action in 'The Garden of Sinners: Chapter 7',,,,415,0,,2011,No
What's Up Mechadoc,"Animation, Action, Comedy",7.0,14,25 min,(1984–1985),"Three young mechanics open a sports car preparation workshop and experience numerous motoring adventures. One of them is also a pilot and will make his way into the world of Japanese racing. with them a nice gang of kids, a policewoman, grandfather and grandson who run a bar and a nice granny who demolishes cars!","Kôichi Hashimoto,Tesshô Genda,Yumi Takada,Noriko Hidaka",,,14,0,,1984,No
"Wake Up, Girls! 7 Nin No Idol the Movie","Animation, Comedy, Drama",6.9,74,53 min,(2014),"Green Leaves Entertainment is in the worst situation any Talent Management Agency can be in - they have NO talent. Desperate for an act, President Junko Tange targets the idol singer market and gives her flunky Matsuda his marching orders: get a girl group to manage, even if it means building one from scratch. Since complete singing groups rarely appear out of thin air, Matsuda's now in the difficult position of having to find girls with the right skills who don't already have contracts with Japan's music industry. That girl at the Maid Café? Good enough. A lead singer who's been fired from another group? Sure, why not? How about one who's only 13 years old? What could possibly go wrong there?",,,,74,0,,2014,No
Precure All Stars New Stage Movie: Friends of the Future,Animation,7.2,126,70 min,(2012),"Fusion, the dark matter, threatens Japan but the Prettycure defeat him left with particles of him scattered all around. Megumi, cure Happy, and her friends search for Fusion followed by their fairy Candy. However, a fateful encounter brings them to find a mysterious girl named Ayumi, and a new group of friends who share a common goal. Can the Prettycure and their new friends defeat this enemy Fusion? Or perhaps the power of friendship can solve this? Lend all your hope towards them!",,TV-Y7-FV,,126,0,,2012,No
Steam Detectives,"Animation, Action, Adventure",6.4,23,30 min,(1998–1999),"Steam City is a place where the only fuel source is coal, and the only means to produce energy is the steam engine. As the only source of energy, the steam engine has been the focus of technological advancement to the point where it can be substituted for any other form of power in modern technology. These same advancements also have given rise to Megamatons, large steam-powered robots. With the air of Steam City thick with fog and white smoke, thieves and criminals flourish with Megamatons as a common tool in their nefarious plans. It is here that the reader and/or viewer finds Narutaki, a young detective fighting for the peace of the city.","Samantha Inoue Harte,Gray G. Haddock,Chô,Sôichirô Hoshi",TV-PG,,23,0,,1998,No
Super Danganronpa 2.5: Komaeda Nagito to Sekai no Hakaimono,"Animation, Short, Action",6.1,58,25 min,(2017 Video),"At Hope's Peak Academy, a school full of extraordinarily talented individuals, Nagito Komaeda is an ordinary boy with no special traits or interesting skills to speak of-except for his incredible unluckiness. Just walking to school in the morning leads to a number of unfortunate accidents, which only escalate as the day goes on. Despite this, Komaeda leads a relatively normal life and is satisfied with his modest slice of happiness. But everything changes when a mysterious boy who declares himself the ""Destroyer of the World"" arrives to shatter this hopeless paradise.",,,,58,0,,2017,No
Striking Daughter,"Animation, Short",2.9,138,3 min,(2004),"Sayuri is a curious creature who lives on her husband with her equally surreal mother and father. With an antenna-like whip protruding from her head, she is a striking daughter, and her long-awaited time to strike has come. Her family and friends watch eagerly as Sayuri carries out this bizarre ceremony.",,,,138,0,,2004,No
Saki,Animation,6.9,126,24 min,(2009),"A tenth-former wore out an old acquaintance by name Saki Miyanaga in the school club of mahjong only because that knew rules, and for a game the fourth was not enough. Certainly, Saki nothing such did not show and, winning back three circles, moved away modestly. But only president of club Hisa Takei noticed that a guest all three meeting had made off ""in a zero"" - that a chance in any way can not be.","Kana Ueda,Ami Koshimizu,Rie Kugimiya,Shizuka Itou",TV-14,,126,0,,2009,No
Urusei Yatsura 4: Lum the Forever,"Animation, Comedy, Fantasy",6.4,323,95 min,(1986),"Mendou invites Ataru & Co. to his estate for a viewing of a large, aging cherry tree named ""Tarozakura"", which is to be featured in an independent film which happens to be financed by Mendou, directed by Megane, and starring Lum. During filming, Ataru cuts down Tarozakura as called for in the script, but the downed tree starts foaming and disintegrates. Afterwards, bizarre incidents occur all over Tomobiki, a mountain emerges out of the ground, spring gives way to winter, Sakura's ghostly friends disappear, Lum begins losing her powers, and Lum's friends begin acting as though she doesn't exist.",,PG,,323,0,,1986,No
Tales of the Rays: Last Cradle,"Animation, Action, Adventure",,,,(2020 Video Game),"Demitrius, who ruled Asgard as its emperor, seeks to return to Nibelung. In order to do so, he sacrifices Mercuria's mirrite, Morian, to revive Bifrost. Morian, who was annihilated in order to generate a large quantity of chiral particles, becomes a death mirrite and takes over Mercuria's body to seek revenge. However, Morian is slain and Mercuria is freed by Ix's party during their adventures in Bifrost. In the process, Kocis learns about the Eye of Balor housed in his left eye. Its power once destroyed Nibelung, and should never have been created. In order to learn more about the nature of this power, Kocis decides to leave Ix's party and confront the Bifrost forces. What can be done to save the world from the empire's plans? When Ix and Kocis's intentions intersect, the battle between Ix's party and the empire will enter its final stage.","Natsuki Hanae,Haruka Terui,Shino Shimoji,Kôki Uchiyama",T,,,0,,2020,No
Chibi Maruko-chan: A Boy from Italy,"Animation, Comedy, Family",6.2,169,94 min,(2015),"Hanawa's home had six friends come from different countries, under the request of the students, these foreign friends admitted Chibi Maruko and other student's home. Andrea from Italy, who lived in Maruko's home. Although they get along with a variety of cultures and backgrounds, they gradually became friends. Maruko and Andrea have developed a romantic love story.",,,,169,0,,2015,No
RideBack,"Animation, Action, Drama",6.8,191,24 min,(2009– ),"Rin Yugata, a dancer, attends college after quitting ballet after an injury prevents her from performing in a play.","Tia Lynn Ballard,Stephanie Young,Bryan Massey,Terri Doty",TV-14,,191,0,,2009,Yes
Me & Roboco,"Animation, Comedy",7.2,19,,(2022– ),"The year is 20XX, an elementary schooler Bondo dreams of having his very own robot. But what he got was unable to compute. The most powerful clumsy maid ever created, shows up at his door. (by MANGA Plus)","Kotono Mitsuishi,Ryôtarô Okiayu,Mao Ichimichi,Minami Tsuda",,,19,0,,2022,Yes
Dragon Ball Specials,"Animation, Short, Comedy",6.3,31,12 min,(1988 Video),,"Tôru Furuya,Kôhei Miyauchi,Masako Nozawa,Mayumi Tanaka",,,31,0,,1988,No
Robotech: Love Live Alive,"Animation, Action, Adventure",5.5,120,89 min,(2013 Video),"An original anime OVA based on ""Genesis Climber MOSPEADA: Love Live Alive""",,Not Rated,,120,0,,2013,No
Ibarado time,"Animation, Short, Fantasy",6.7,661,30 min,(2007 Video),"A fantastical city portrayed in artful pictures that come to life through animation, music and background sounds.",,,,661,0,,2007,No
Magical Witch Punie-chan,"Animation, Comedy, Fantasy",6.7,70,98 min,(2006 Video),A twisted magical princess creates chaos after she's sent to Earth for training.,,,,70,0,,2006,No
Kamen No Maid Guy,"Animation, Action, Comedy",6.5,71,25 min,(2008),,"Rikiya Koyama,Yuka Iguchi,Megumi Toyoguchi,Daisuke Sakaguchi",,,71,0,,2008,No
Patlabor: The New Files,"Animation, Action, Comedy",7.6,280,25 min,(1990–1992),"The new adventures of the Patlabor team, and the conclusion of the Griffin story-line, in a 16 episode release, following the successful TV series.","Mîna Tominaga,Toshio Furukawa,Michihiro Ikemizu,Issei Futamata",,,280,0,,1990,No
CHILDREN,"Animation, Short",6.3,163,4 min,(2011),A short film by Takuya Okada set in a conformist society.,,Not Rated,,163,0,,2011,No
Mahou Sensei Negima! OVA Haru,"Animation, Short, Comedy",6.9,47,25 min,(2006 Video),The class goes on a school trip but Asuna is mad at Negi and Asuna's friends try to make up to Negi.,,TV-MA,,47,0,,2006,No
Dragon Knight: Another Knight on the Town,"Animation, Fantasy",4.6,19,47 min,(1995 Video),"Takeru meets the boy Jodis which is in trouble for theft. Takeru saves him shares the night with him, finding out that Jodis is a girl. Later she is been kidnapped and Takeru goes to rescue her.","Nina Kumatani,Mikiko Kurihara,Hiroshi Naka,Yôko Sômi",Not Rated,,19,0,,1995,No
Jingai-san no Yome,Animation,5.3,94,3 min,(2018– ),"Tomari Hinowa is a normal high school boy, until one day he's told that he has to become the wife of a mysterious creature called Kanenogi. This is the start of their newly married life.","Daiki Yamashita,Yûsuke Shirai,Kengo Kawanishi",,,94,0,,2018,Yes
Magi: Sinbad no Bouken OVA,"Animation, Short, Action",7.1,123,24 min,(2014 Video),,,,,123,0,,2014,No
Little Beret Memole,"Animation, Family, Fantasy",6.9,202,30 min,(1984–1985),A group of 245 inhabitants from a planet called Riruru make a crash landing onto Earth from their spaceship. This is due to a failure in the spaceship. Aboard the spaceship is a young tiny girl named Memole which the series is centered on.,"Naoko Watanabe,Akie Yasuda,Chiyoko Kawashima,Fuyumi Shiraishi",,,202,0,,1984,No
Dragon Ball Z: The Real 4-D at Super Tenkaichi Budokai,"Animation, Short, Action",8.7,6,,(2017 Video),,"Toshio Furukawa,Ryô Horikawa,Unshô Ishizuka,Miki Itô",,,6,0,,2017,No
Metal Gear Solid 2: Digital Graphic Novel,"Animation, Action",8.9,42,180 min,(2008 Video),,,15,,42,0,,2008,No
Sohryuden: Legend of the Dragon Kings,"Animation, Drama, Mystery",7.5,86,45 min,(1991),"The story features four divine Dragon Kings, rulers of the four parts of the world according to Chinese myths.","Dan Green,Jeff Harding,Nobuo Tobita,Hideyuki Hori",,,86,0,,1991,No
The Klutzy Witch: Fuka and the Witch of Darkness,"Animation, Adventure, Comedy",,,,(2023),Follows the klutzy apprentice witch Fûka when she breaks the seal of a dark witch who once almost destroyed the world.,,,,,0,,2023,No
Yurei Deco,"Animation, Mystery, Sci-Fi",5.8,58,,(2022– ),,"Mira Kawakatsu,Anna Nagase,Miyu Irino,Setsuji Sato",,,58,0,,2022,Yes
Aim for the Ace!,"Animation, Action, Adventure",6.8,65,88 min,(1979),"Handpicked by the new tennis coach as someone with great potential, freshman Hiromi Oka must endure lots of hardships as she struggles to become someone who can stand among the best junior players in Japan.",,,,65,0,,1979,No
Yamato 2520,"Animation, Sci-Fi",6.8,18,179 min,(1994 Video),,,,,18,0,,1994,No
Thunderbolt Fantasy: Bewitching Melody of the West,"Animation, Action, Adventure",7.6,53,90 min,(2019),Story of the Lang Wu Yao character from childhood to first joining the travels of Shang Bu Huan and takes place entirely before the first season.,,,,53,0,,2019,No
Maju Sensen,"Animation, Action, Fantasy",,,,(1990 Video),"Thirteen scientists have secretly created a human-animal hybrid beast using genetic manipulations. Years later, thirteen of their children are involved in a battle to defeat the creature and save the world.",,,,,0,,1990,No
