Title,Genre,User Rating,Number of Votes,Runtime,Year,Summary,Stars,Certificate,Metascore,Gross,Episode,Episode Title,Init,Ongoing
The Secret World of Arrietty,"Animation, Adventure, Drama",7.6,"98,939",94 min,(2010),"The Clock family are four-inch-tall people who live anonymously in another family's residence, borrowing simple items to make their home. Life changes for the Clocks when their teenage daughter Arrietty is discovered.",,G,80        ,98939,0,,2010,No
Sonic Prime,"Animation, Action, Adventure",7.3,"2,066",22 min,(2022– ),Sonic in a high-octane adventure where the fate of a strange new multiverse rests in his gloved hands.,"Deven Christian Mack,Ashleigh Ball,Vincent Tong,Kazumi Evans",TV-Y7,,2066,0,,2022,Yes
Demon Slayer: Kimetsu No Yaiba - To the Swordsmith Village,"Animation, Action, Adventure",7.3,"8,585",110 min,(2023),All the Upper Rank Demons assemble at the Infinity Castle after Upper Six Demons' defeat.,,R,,8585,0,,2023,No
Samurai Champloo,"Animation, Action, Adventure",8.6,"52,784",24 min,(2004–2005),"Fuu, a waitress who works in a teahouse, rescues two master swordsmen, Mugen and Jin, from their execution to help her find the ""samurai who smells of sunflowers.""","Kazuya Nakai,Ginpei Sato,Ayako Kawasumi,Steve Blum",TV-MA,,52784,0,,2004,No
Assassination Classroom,"Animation, Action, Comedy",8.0,"19,189",23 min,(2013–2016),"A powerful creature claims that within a year, Earth will be destroyed by him, but he offers mankind a chance by becoming a homeroom teacher where he teaches his students about how to kill him. An assassination classroom begins.","Jun Fukuyama,Mai Fuchigami,Bryce Papenbrook,Vic Mignogna",TV-14,,19189,0,,2013,No
Dragon Ball Super: Super Hero,"Animation, Action, Adventure",7.1,"13,092",100 min,(2022),The Red Ribbon Army from Goku's past has returned with two new androids to challenge him and his friends.,,PG-13,65        ,13092,0,,2022,No
Serial Experiments Lain,"Animation, Drama, Horror",8.1,"15,901",316 min,(1998),"Strange things start happening when a withdrawn girl named Lain becomes obsessed with an interconnected virtual realm known as ""The Wired"".","Kaori Shimizu,Bridget Hoffman,Randy McPherson,Dan Lorge",TV-14,,15901,0,,1998,No
Goblin Slayer,"Animation, Action, Adventure",7.5,"9,193",30 min,(2018– ),"In a fantasy world, a lone hero makes his living by exterminating all goblins he encounters. But one day he meets a friend, and his life begins to become more intense.","Yûichirô Umehara,Yui Ogura,Brad Hawkins,Hayden Daviau",TV-MA,,9193,0,,2018,Yes
Belle,"Animation, Adventure, Drama",7.1,"15,463",121 min,(2021),"Suzu is a shy high school student living in a rural village. For years, she has only been a shadow of herself. But when she enters ""U"", a massive virtual world, she escapes into her online persona as Belle, a globally-beloved singer.",,PG,83        ,15463,0,,2021,No
Overlord,"Animation, Action, Adventure",7.7,"12,403",30 min,(2015– ),"An office worker in a dystopian world logs onto a video game for the last time only to find out that he, along with his entire guild, has been transported to another reality.","Satoshi Hino,Chris Guerrero,Yumi Hara,Masayuki Katô",TV-MA,,12403,0,,2015,Yes
Titan A.E.,"Animation, Action, Adventure",6.6,"62,971",94 min,(2000),A young man learns that he has to find a hidden Earth ship before an enemy alien species does in order to secure the survival of humanity.,,PG,48        ,62971,0,,2000,No
Elfen Lied,"Animation, Action, Drama",7.9,"35,523",24 min,(2004),"Two university students come across a seemingly harmless girl named Lucy, unaware that she's actually a mutant serial killer with a split personality.","Sanae Kobayashi,Chihiro Suzuki,Mamiko Noto,Sam Saletta",TV-MA,,35523,0,,2004,No
Yu-Gi-Oh!,"Animation, Action, Adventure",7.3,"22,571",24 min,(I) (2000–2006),"Yugi Moto solves an Ancient Egyptian Puzzle and brings forth a dark and powerful alter ego. Whenever he and his friends are threatened by evil in Duel Monster Card Game, this alter ego breaks out to save them.","Argiris Pavlidis,Dan Green,Wayne Grayson,Amy Birnbaum",TV-Y,,22571,0,,2000,No
The Misfit of Demon King Academy,"Animation, Adventure, Comedy",7.3,"4,493",23 min,(2020–2023),A demon mage reincarnates into the body of his descendant hoping to find an era where he can have some peace and quiet. He ends up going to a school run by his significantly weaker descendants.,"Aleks Le,Kayli Mills,Brianna Knickerbocker,Griffin Puatu",TV-14,,4493,0,,2020,No
Dragon Ball Super: Broly,"Animation, Action, Adventure",7.7,"30,266",100 min,(2018),"Goku and Vegeta encounter Broly, a Saiyan warrior unlike any fighter they've faced before.",,PG,59        ,30266,0,,2018,No
Whisper of the Heart,"Animation, Drama, Family",7.8,"68,308",111 min,(1995),"A love story between a girl who loves reading books, and a boy who has previously checked out all of the library books she chooses.",,G,75        ,68308,0,,1995,No
The Last Unicorn,"Animation, Adventure, Drama",7.3,"28,506",92 min,(1982),A beautiful unicorn sets out to learn if she truly is the last of her kind in this sparkling animated musical.,,G,70        ,28506,0,,1982,No
Winnie the Pooh,"Animation, Adventure, Comedy",7.1,"27,241",63 min,(2011),"While searching for honey, Pooh and his friends embark on an adventure to find Eeyore's missing tail and rescue Christopher Robin from an unknown monster called The Backson.",,G,74        ,27241,0,,2011,No
Sailor Moon,"Animation, Action, Adventure",7.7,"7,089",30 min,(1992–1997),"A group of schoolgirls discover they are incarnations of super-powered alien princesses, and use their abilities to defend the earth.","Stephanie Sheh,Kotono Mitsuishi,Kate Higgins,Aya Hisakawa",TV-PG,,7089,0,,1992,No
Is It Wrong to Try to Pick Up Girls in a Dungeon?,"Animation, Action, Adventure",7.4,"9,589",24 min,(2015– ),"In the city of Orario, where adventurers hunt monsters in a place called Dungeon, Bell Cranel's life was saved by a swordswoman, who is then become the source of Bell's determination to get stronger.","Bryson Baugus,Yoshitsugu Matsuoka,Maaya Uchida,Luci Christian",TV-14,,9589,0,,2015,Yes
Inuyasha,"Animation, Action, Adventure",7.9,"17,281",24 min,(2000–2004),A teenage girl periodically travels back in time to feudal Japan to help a young half-demon recover the shards of a jewel of great power.,"Kappei Yamaguchi,Richard Ian Cox,Sarah Hauser,Darren Pleavin",TV-14,,17281,0,,2000,No
Rurouni Kenshin,"Animation, Action, Adventure",8.5,"20,084",24 min,(1996–1998),The adventures of a young wandering swordsman who stumbles upon a struggling martial arts school in Meiji era Japan.,"Mayo Suzukaze,Dorothy Elias-Fahn,Richard Cansino,Rebecca Forstadt",TV-14,,20084,0,,1996,No
Fighting Spirit,"Animation, Action, Comedy",8.8,"8,486",20 min,(2000–2002),"Ippo, a teenage boy with a pure heart and unrelenting determination, discovers a passion for boxing after veteran fighter Takamura saves him from bullies.","Steve Staley,Richard Epcar,Grant George,D.C. Douglas",TV-PG,,8486,0,,2000,No
Konosuba: God's Blessing on This Wonderful World!,"Animation, Adventure, Comedy",7.8,"13,425",24 min,(2016–2023),It was a happy day for Kazuma - right up to the moment he died. A goddess intervenes and offers him a second chance in a magical land.,"Jun Fukushima,Sora Amamiya,Noucky Andriansyah,Rie Takahashi",TV-14,,13425,0,,2016,No
The Transformers,"Animation, Action, Adventure",8.0,"23,050",30 min,(1984–1987),Two opposing factions of transforming alien robots engage in a battle that has the fate of Earth in the balance.,"Frank Welker,Peter Cullen,Corey Burton,Christopher Collins",TV-Y7,,23050,0,,1984,No
Redo of Healer,"Animation, Action, Adventure",6.4,"4,277",24 min,(2021– ),"Keyaru is a healing magician who is sexually abused repeatedly by others. Using his healing magic, he goes back four years into the past to get revenge on the ones who abused him.","Yuya Hozumi,Ayano Shibuya,Shizuka Ishigami,Natsuki Aikawa",TV-MA,,4277,0,,2021,Yes
Vampire Hunter D: Bloodlust,"Animation, Action, Drama",7.6,"34,182",103 min,(2000),"A legendary dhampir competes with a motley family of bounty hunters to return a young woman, who has been seemingly abducted by a vampire, to her family.",,R,62        ,34182,0,,2000,No
The Hobbit,"Animation, Adventure, Family",6.7,"15,649",90 min,(1977 TV Movie),A homebody hobbit in Middle Earth gets talked into joining a quest with a group of dwarves to recover their treasure from a dragon.,,TV-PG,,15649,0,,1977,No
"Bastard!! Heavy Metal, Dark Fantasy","Animation, Action, Adventure",6.5,"2,239",25 min,(2022–2023),"When evil forces threaten to resurrect Anthrasax, the God of Destruction, the Kingdom of Meta-llicana calls on a volatile dark wizard for help.","Kishô Taniyama,Tomori Kusunoki,Erin Yvette,Nao Tôyama",TV-MA,,2239,0,,2022,No
Dragon Ball Z,"Animation, Action, Adventure",8.8,"84,577",24 min,(1989–1996),"The adventures of Earth's martial arts defender, Son Goku, continue with a new family and the revelation of his alien origins. Now Goku and his allies must defend the planet from an onslaught of new extraterrestrial enemies.","Jôji Yanami,Kyle Hebert,Masako Nozawa,Sean Schemmel",TV-PG,,84577,0,,1989,No
Rascal Does Not Dream of Bunny Girl Senpai,"Animation, Drama, Fantasy",8.1,"14,968",24 min,(2018–2019),"The seemingly normal life of Sakuta Azusagawa, a high school student changes drastically when he meets a wild bunny girl that seems to be invisible to others.","Kaito Ishikawa,Asami Seto,Yurika Kubo,Atsumi Tanezaki",TV-PG,,14968,0,,2018,No
The Rising of the Shield Hero,"Animation, Action, Adventure",7.9,"15,773",24 min,(2019– ),"A gamer is magically summoned into a parallel universe, where he is chosen as one of four heroes destined to save the world from its prophesied doom.","Kaito Ishikawa,Asami Seto,Billy Kametz,Erica Mendez",TV-14,,15773,0,,2019,Yes
Dororo,"Animation, Action, Adventure",8.3,"17,644",30 min,(2019),"A father in pursuit of power gives parts of his new-born son to a host of demons. Years later, the son battles those demons to regain what is rightfully his.","Jason Douglas,Rio Suzuki,Mugihito,Chaney Moore",Not Rated,,17644,0,,2019,No
Black Clover: Sword of the Wizard King,"Animation, Action, Adventure",7.4,"6,594",110 min,(2023),"In a world where magic is everything, Asta, a boy who was born with no magic, aims to become the ""Wizard King"" to overcome adversity, prove his power, and keep his oath with his friends.",,TV-14,,6594,0,,2023,No
Hellsing Ultimate,"Animation, Action, Fantasy",8.2,"25,363",50 min,(2006–2012),"The vampire Alucard, his master Sir Integra Fairbrook Wingates Hellsing, and his newly sired ward Seras Victoria, try to protect England from a war-crazed SS-Major who seeks to start an eternal war with his vampire army.","Katie Gray,Crispin Freeman,Victoria Harwood,Ralph Lister",Not Rated,,25363,0,,2006,No
Yu Yu Hakusho: Ghost Files,"Animation, Action, Adventure",8.5,"14,779",24 min,(1992–1995),"After a teenage delinquent is killed while saving a child's life from an approaching car, the rulers of the underworld send him back to become an ""Underworld Detective"" investigating demons apparitions in the human world.","Nozomu Sasaki,Justin Cook,Christopher Sabat,Cynthia Cranz",TV-PG,,14779,0,,1992,No
Super Dragon Ball Heroes,"Animation, Action, Adventure",6.7,"2,970",10 min,(2018– ),The Z-Fighters set out to rescue Trunks from a prison planet.,"Takeshi Kusao,Ryô Horikawa,Masako Nozawa,Ryûsei Nakao",TV-PG,,2970,0,,2018,Yes
Food Wars,"Animation, Comedy, Drama",8.1,"11,502",24 min,(2015–2020),Soma Yukihira enrolls in an elite culinary school to become a full-time chef and surpass his father's culinary skills.,"Kappei Yamaguchi,Yoshitsugu Matsuoka,Minami Takahashi,Maaya Uchida",TV-14,,11502,0,,2015,No
The Tale of The Princess Kaguya,"Animation, Drama, Family",8.0,"50,932",137 min,(2013),"Found inside a shining stalk of bamboo by an old bamboo cutter and his wife, a tiny girl grows rapidly into an exquisite young lady. The mysterious young princess enthralls all who encounter her, but ultimately she must confront her fate, the punishment for her crime.",,PG,89        ,50932,0,,2013,No
Kengan Ashura,"Animation, Action, Sport",8.0,"5,776",24 min,(2019– ),"A timid old man is summoned by his chairman to become the manager of Tokita Ohma, a highly skilled gladiator who only cares about fighting and winning in the Kengan matches.","Tatsuhisa Suzuki,Chô,Yoshitsugu Matsuoka,Junya Enoki",TV-MA,,5776,0,,2019,Yes
The Transformers: The Movie,"Animation, Action, Adventure",7.2,"41,244",84 min,(1986),"The Autobots must stop a colossal planet consuming robot who goes after the Autobot Matrix of Leadership. At the same time, they must defend themselves against an all-out attack from the Decepticons.",,PG,43        ,41244,0,,1986,No
Mulan II,"Animation, Adventure, Comedy",5.6,"28,097",79 min,(2004 Video),"While preparing for their wedding, Shang and Mulan are suddenly sent off on a secret mission. Mushu starts to meddle, and a surprise attack by Mongolians doesn't help either.",,G,,28097,0,,2004,No
Darling in the Franxx,"Animation, Action, Drama",7.3,"12,552",24 min,(2018),"In a future world where humanity has been driven to endangerment by giant beasts, a strike force is assembled to destroy the monsters and save the world.","Yûto Uemura,Kana Ichinose,Nanami Yamashita,Saori Hayami",TV-14,,12552,0,,2018,No
When Marnie Was There,"Animation, Drama, Family",7.7,"44,875",103 min,(2014),"Due to 12-year-old Anna's asthma, she's sent to stay with relatives of her guardian in the Japanese countryside. She likes to be alone, sketching. She befriends Marnie. Who is the mysterious, blonde Marnie?",,PG,72        ,44875,0,,2014,No
Ooku: The Inner Chambers,"Animation, Drama, Fantasy",7.5,628,30 min,(2023– ),"In an alternate history where the male population is nearly decimated, eligible men serve as concubines to the woman shogun inside the walls of the Ooku.","James Simenc,Steve Blum,Cindy Robinson,Trevor Devall",TV-MA,,628,0,,2023,Yes
Barefoot Gen,"Animation, Biography, Drama",8.0,"8,772",83 min,(1983),"A powerful statement against war, Barefoot Gen is a disturbing story about the effect of the atomic bomb on a boy's life and the lives of the Japanese people.",,TV-PG,,8772,0,,1983,No
The Devil Is a Part-Timer!,"Animation, Action, Comedy",7.5,"8,226",24 min,(2013– ),"Hilarity and fun ensues when Satan ends up in modern day Japan without any magic to return, and starts working part time in a fast food joint.","Josh Grelle,Felecia Angelle,Tia Lynn Ballard,Anthony Bowling",TV-14,,8226,0,,2013,Yes
